Symbol,Yahoo,Section,Yahoo Type,Yahoo Exchange,Stmt Price 2/28/26,Yahoo Last,DOD Price,DOD Price per 2/28 share,DOD Price as traded,F_dod_feb,F_after_feb,Splits since DOD,Method,Flag,high_1205,low_1205,mean_1205,high_1208,low_1208,mean_1208,nav_date,nav
FSCOX,FSCOX,Stock Funds,MUTUALFUND,NAS,23.32,23.63,24.06,24.06,24.06,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,24.059999465942383
FEMKX,FEMKX,Stock Funds,MUTUALFUND,NAS,54.92,61.05,49.19,49.19,49.19,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,49.189998626708984
FLCSX,FLCSX,Stock Funds,MUTUALFUND,NAS,67.11,70.51,64.15,64.15,64.15,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,64.1500015258789
FICQX,FICQX,Stock Funds,MUTUALFUND,NAS,37.71,39.2,37.21,37.21,37.21,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,37.209999084472656
FISZX,FISZX,Stock Funds,MUTUALFUND,NAS,17.47,18.76,14.92,14.92,14.92,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,14.920000076293945
FEMVX,FEMVX,Stock Funds,MUTUALFUND,NAS,19.69,22.46,17.18,17.18,17.18,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,17.18000030517578
FBGRX,FBGRX,Stock Funds,MUTUALFUND,NAS,260.64,312.84,265.92,265.92,265.92,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,265.9200134277344
AEMSX,AEMSX,Stock Funds,MUTUALFUND,NAS,19.02,21.53,17.57,17.57,17.57,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,17.56999969482422
AEMGX,AEMGX,Stock Funds,MUTUALFUND,NAS,32.12,35.87,28.49,28.49,28.49,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,28.489999771118164
CIVVX,CIVVX,Stock Funds,MUTUALFUND,NAS,25.48,25.51,24.64,24.64,24.64,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,24.639999389648438
DFEVX,DFEVX,Stock Funds,MUTUALFUND,NAS,42.55,46.46,37.3,37.3,37.3,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,37.29999923706055
DODFX,DODFX,Stock Funds,MUTUALFUND,NAS,18.14,18.76,16.84,16.84,16.84,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,16.84000015258789
OAKIX,OAKIX,Stock Funds,MUTUALFUND,NAS,34.14,34.93,32.35,32.35,32.35,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,32.349998474121094
HHHFX,HHHFX,Stock Funds,MUTUALFUND,NAS,26.78,29.55,22.85,22.85,22.85,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,22.850000381469727
MGIAX,MGIAX,Stock Funds,MUTUALFUND,NAS,47.85,49.98,46.46,46.46,46.46,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,46.459999084472656
PAEIX,PAEIX,Stock Funds,MUTUALFUND,NAS,17.83,18.55,16.17,16.17,16.17,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,16.170000076293945
PRIUX,PRIUX,Stock Funds,MUTUALFUND,NAS,22.52,23.7,22.82,22.82,22.82,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,22.81999969482422
MISIX,MISIX,Stock Funds,MUTUALFUND,NAS,22.9,22.69,20.65,20.65,20.65,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,20.649999618530273
FSMUX,FSMUX,Bond Funds,MUTUALFUND,NAS,8.98,8.64,8.83,8.83,8.83,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,8.829999923706055
FNYAX,FNYAX,Bond Funds,MUTUALFUND,NAS,10.02,9.59,9.85,9.85,9.85,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,9.850000381469727
VNYUX,VNYUX,Bond Funds,MUTUALFUND,NAS,11.04,10.55,10.84,10.84,10.84,1.0,1.0,,NAV close 2025-12-05 (§20.2031-8(b)),,,,,,,,2025-12-05,10.84000015258789
FDRXX,FDRXX,Short-term Funds,,,1.0,,1.0,1.0,1.0,1.0,1.0,,fixed $1.00 NAV (money market),,,,,,,,,
IVV,IVV,Exchange Traded Products,ETF,PCX,689.38,771.43,688.72,688.72,688.72,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,691.8099975585938,688.02001953125,689.9150085449219,690.0599975585938,684.989990234375,687.5249938964844,,
EFA,EFA,Exchange Traded Products,ETF,PCX,105.38,108.13,95.7625,95.7625,95.7625,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,96.2300033569336,95.63999938964844,95.93500137329102,95.81999969482422,95.36000061035156,95.59000015258789,,
IWP,IWP,Exchange Traded Products,ETF,PCX,136.75,140.247,139.3725,139.3725,139.3725,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,139.97999572753906,139.0399932861328,139.50999450683594,139.69000244140625,138.77999877929688,139.23500061035156,,
IJH,IJH,Exchange Traded Products,ETF,PCX,71.49,75.76,66.5075,66.5075,66.5075,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,66.88999938964844,66.38999938964844,66.63999938964844,66.6500015258789,66.0999984741211,66.375,,
IJJ,IJJ,Exchange Traded Products,ETF,PCX,140.15,147.52,132.3775,132.3775,132.3775,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,133.1199951171875,132.27000427246094,132.69499969482422,132.47999572753906,131.63999938964844,132.05999755859375,,
IJR,IJR,Exchange Traded Products,ETF,PCX,129.7,144.79,121.8325,121.8325,121.8325,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,122.4800033569336,121.48999786376953,121.98500061035156,122.30000305175781,121.05999755859375,121.68000030517578,,
SCZ,SCZ,Exchange Traded Products,ETF,NGM,85.72,87.08,77.4275,77.4275,77.4275,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,77.66999816894531,77.23999786376953,77.45499801635742,77.63999938964844,77.16000366210938,77.4000015258789,,
EFV,EFV,Exchange Traded Products,ETF,BTS,79.76,82.63,70.7125,70.7125,70.7125,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,71.05000305175781,70.5999984741211,70.82500076293945,70.7699966430664,70.43000030517578,70.5999984741211,,
EFAV,EFAV,Exchange Traded Products,ETF,BTS,94.87,94.41,85.81,85.81,85.81,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,86.18000030517578,85.76000213623047,85.97000122070312,85.88999938964844,85.41000366210938,85.6500015258789,,
USMV,USMV,Exchange Traded Products,ETF,BTS,97.81,100.2,94.4425,94.4425,94.4425,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,94.87000274658203,94.45999908447266,94.66500091552734,94.62000274658203,93.81999969482422,94.22000122070312,,
QUAL,QUAL,Exchange Traded Products,ETF,BTS,204.86,220.92,199.535,199.535,199.535,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,200.47999572753906,199.4199981689453,199.9499969482422,200.05999755859375,198.17999267578125,199.1199951171875,,
IEFA,IEFA,Exchange Traded Products,ETF,BTS,98.32,100.831,89.2625,89.2625,89.2625,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,89.66999816894531,89.13999938964844,89.40499877929688,89.3499984741211,88.88999938964844,89.11999893188477,,
IEMG,IEMG,Exchange Traded Products,ETF,PCX,76.76,84.025,67.5175,67.5175,67.5175,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,67.94000244140625,67.38999938964844,67.66500091552734,67.58999633789062,67.1500015258789,67.36999893188477,,
SMLF,SMLF,Exchange Traded Products,ETF,PCX,79.14,87.83,75.8188,75.8188,75.8188,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,76.19000244140625,75.58999633789062,75.88999938964844,76.11000061035156,75.38500213623047,75.74750137329102,,
VFH,VFH,Exchange Traded Products,ETF,PCX,125.56,140.745,130.915,130.915,130.915,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,131.6699981689453,130.6300048828125,131.1500015258789,131.16000366210938,130.1999969482422,130.68000030517578,,
VV,VV,Exchange Traded Products,ETF,PCX,315.17,353.87,316.58,316.58,316.58,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,318.0199890136719,316.239990234375,317.12998962402344,317.1199951171875,314.94000244140625,316.0299987792969,,
VUG,VUG,Exchange Traded Products,ETF,PCX,460.87,88.235,82.3167,493.9002,493.9002,1.0,6.0,2026-04-21 6:1,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,82.67500305175781,82.09666442871094,82.38583374023438,82.62833404541016,81.86666870117188,82.24750137329102,,
VTV,VTV,Exchange Traded Products,ETF,PCX,207.26,225.535,190.3275,190.3275,190.3275,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,191.3800048828125,190.22000122070312,190.8000030517578,190.5500030517578,189.16000366210938,189.8550033569336,,
VB,VB,Exchange Traded Products,ETF,PCX,277.11,299.23,260.4275,260.4275,260.4275,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,261.760009765625,259.7099914550781,260.73500061035156,261.3500061035156,258.8900146484375,260.12001037597656,,
DB,DB,Stocks,EQUITY,NYQ,35.42,41.355,36.47,36.47,36.47,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,36.41999816894531,36.189998626708984,36.30499839782715,36.790000915527344,36.47999954223633,36.635000228881836,,
TTE,TTE,Stocks,EQUITY,NYQ,80.34,90.27,65.3525,65.3525,65.3525,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,66.12000274658203,64.7300033569336,65.42500305175781,65.68000030517578,64.87999725341797,65.27999877929688,,
AS,AS,Stocks,EQUITY,NYQ,37.98,28.88,36.4788,36.4788,36.4788,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,36.6150016784668,35.77000045776367,36.192501068115234,37.279998779296875,36.25,36.76499938964844,,
AON,AON,Stocks,EQUITY,NYQ,335.47,319.04,343.335,343.335,343.335,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,347.57000732421875,340.19000244140625,343.8800048828125,344.54998779296875,341.0299987792969,342.7899932861328,,
AZN,AZN,Stocks,EQUITY,NYQ,208.45,160.05,181.145,181.145,90.5725,0.5,1.0,2026-02-02 1:2,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,182.36000061035156,180.13999938964844,181.25,182.74000549316406,179.33999633789062,181.04000091552734,,
ACN,ACN,Stocks,EQUITY,NYQ,208.72,178.41,267.6775,267.6775,267.6775,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,271.0,266.07000732421875,268.5350036621094,268.6300048828125,265.010009765625,266.82000732421875,,
CRH,CRH,Stocks,EQUITY,NYQ,119.98,91.69,122.97,122.97,122.97,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,121.3499984741211,118.5999984741211,119.9749984741211,127.0999984741211,124.83000183105469,125.96500015258789,,
CCEP,CCEP,Stocks,EQUITY,NMS,110.43,106.575,90.4275,90.4275,90.4275,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,91.30000305175781,90.36000061035156,90.83000183105469,90.61000061035156,89.44000244140625,90.0250015258789,,
ETN,ETN,Stocks,EQUITY,NYQ,375.92,427.43,339.81,339.81,339.81,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,341.4200134277344,336.0,338.7100067138672,345.69000244140625,336.1300048828125,340.9100036621094,,
FTAI,FTAI,Stocks,EQUITY,NMS,305.8,199.605,176.34,176.34,176.34,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,177.1199951171875,175.13999938964844,176.12999725341797,177.77999877929688,175.32000732421875,176.5500030517578,,
JAZZ,JAZZ,Stocks,EQUITY,NMS,190.02,240.96,169.5525,169.5525,169.5525,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,171.50999450683594,167.36000061035156,169.43499755859375,170.8699951171875,168.47000122070312,169.6699981689453,,
JCI,JCI,Stocks,EQUITY,NYQ,144.3,146.18,114.8675,114.8675,114.8675,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,114.44999694824219,113.45999908447266,113.95499801635742,117.33999633789062,114.22000122070312,115.77999877929688,,
LIN,LIN,Stocks,EQUITY,NMS,508.08,469.27,397.685,397.685,397.685,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,404.6099853515625,398.92999267578125,401.7699890136719,399.4200134277344,387.7799987792969,393.6000061035156,,
MDT,MDT,Stocks,EQUITY,NYQ,97.66,92.785,101.8275,101.8275,101.8275,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,102.45999908447266,101.30999755859375,101.8849983215332,102.48999786376953,101.05000305175781,101.77000045776367,,
PNR,PNR,Stocks,EQUITY,NYQ,99.19,59.04,104.435,104.435,104.435,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,105.55000305175781,103.97000122070312,104.76000213623047,105.41000366210938,102.80999755859375,104.11000061035156,,
STX,STX,Stocks,EQUITY,NMS,407.84,924.365,278.9325,278.9325,278.9325,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,279.6700134277344,269.1199951171875,274.39500427246094,288.2699890136719,278.6700134277344,283.4700012207031,,
SW,SW,Stocks,EQUITY,NYQ,47.01,44.69,36.16,36.16,36.16,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,36.59000015258789,35.9900016784668,36.290000915527344,36.279998779296875,35.779998779296875,36.029998779296875,,
TEL,TEL,Stocks,EQUITY,NYQ,230.15,206.635,234.6275,234.6275,234.6275,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,235.58999633789062,231.9499969482422,233.7699966430664,237.6999969482422,233.27000427246094,235.48500061035156,,
TT,TT,Stocks,EQUITY,NYQ,462.32,448.01,400.9175,400.9175,400.9175,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,405.6000061035156,397.7200012207031,401.6600036621094,404.9700012207031,395.3800048828125,400.1750030517578,,
WTW,WTW,Stocks,EQUITY,NMS,305.17,326.81,319.3725,319.3725,319.3725,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,321.57000732421875,317.8800048828125,319.7250061035156,321.239990234375,316.79998779296875,319.0199890136719,,
SPOT,SPOT,Stocks,EQUITY,NYQ,514.94,530.705,564.4675,564.4675,564.4675,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,576.7899780273438,559.780029296875,568.2850036621094,572.5700073242188,548.72998046875,560.6499938964844,,
AER,AER,Stocks,EQUITY,NYQ,149.44,144.69,139.3925,139.3925,139.3925,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,140.72999572753906,138.0399932861328,139.38499450683594,140.3000030517578,138.5,139.4000015258789,,
ASMIY,ASMIY,Stocks,EQUITY,OQX,846.83,975.0,621.3155,621.3155,621.3155,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,608.6220092773438,599.7100219726562,604.166015625,650.0,626.9299926757812,638.4649963378906,,
ASML,ASML,Stocks,EQUITY,NMS,1450.56,1769.27,1118.9625,1118.9625,1118.9625,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,1129.3800048828125,1098.260009765625,1113.8200073242188,1134.1800537109375,1114.030029296875,1124.1050415039062,,
NXPI,NXPI,Stocks,EQUITY,NMS,227.01,225.185,229.6875,229.6875,229.6875,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,231.0,227.8300018310547,229.41500091552734,232.66000366210938,227.25999450683594,229.95999908447266,,
RCL,RCL,Stocks,EQUITY,NYQ,310.96,265.98,255.3675,255.3675,255.3675,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,260.25,256.0,258.125,257.5,247.72000122070312,252.61000061035156,,
ABBNY,ABBNY,Stocks,EQUITY,PNK,92.79,99.97,73.1575,73.1575,73.1575,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,73.27999877929688,72.66000366210938,72.97000122070312,73.61000061035156,73.08000183105469,73.34500122070312,,
AGCO,AGCO,Stocks,EQUITY,NYQ,136.5,127.89,106.0,106.0,106.0,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,107.87999725341797,105.02999877929688,106.45499801635742,107.5999984741211,103.48999786376953,105.54499816894531,,
AAGIY,AAGIY,Stocks,EQUITY,PNK,44.17,39.23,40.1475,40.1475,40.1475,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,40.400001525878906,40.150001525878906,40.275001525878906,40.150001525878906,39.88999938964844,40.02000045776367,,
T,T,Stocks,EQUITY,NYQ,28.01,25.595,25.23,25.23,25.23,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,25.639999389648438,25.25,25.44499969482422,25.34000015258789,24.690000534057617,25.015000343322754,,
ABBV,ABBV,Stocks,EQUITY,NYQ,232.08,250.575,225.7025,225.7025,225.7025,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,229.25,225.0500030517578,227.1500015258789,226.1199951171875,222.38999938964844,224.25499725341797,,
AYI,AYI,Stocks,EQUITY,NYQ,301.59,328.74,373.53,373.53,373.53,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,378.7099914550781,370.739990234375,374.72499084472656,376.8999938964844,367.7699890136719,372.3349914550781,,
ATEYY,ATEYY,Stocks,EQUITY,PNK,173.03,221.46,131.095,131.095,131.095,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,131.4600067138672,129.99000549316406,130.72500610351562,134.75999450683594,128.1699981689453,131.46499633789062,,
AMD,AMD,Stocks,EQUITY,NMS,200.21,508.42,220.4875,220.4875,220.4875,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,223.63999938964844,216.24000549316406,219.94000244140625,223.7100067138672,218.36000061035156,221.03500366210938,,
AFRM,AFRM,Stocks,EQUITY,NMS,46.98,71.63,67.7833,67.7833,67.7833,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,68.61000061035156,67.30000305175781,67.95500183105469,68.5,66.7229995727539,67.61149978637695,,
AIQUY,AIQUY,Stocks,EQUITY,PNK,42.0,40.1,37.705,41.4755,41.4755,1.0,1.1,2026-06-09 11:10,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,38.029998779296875,37.75,37.88999938964844,37.630001068115234,37.40999984741211,37.52000045776367,,
EADSY,EADSY,Stocks,EQUITY,PNK,54.17,58.02,57.62,57.62,57.62,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,57.72999954223633,57.11000061035156,57.420000076293945,58.27000045776367,57.369998931884766,57.81999969482422,,
AKZOY,AKZOY,Stocks,EQUITY,OQX,23.44,23.45,21.365,21.365,21.365,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,21.6299991607666,21.3799991607666,21.5049991607666,21.399999618530273,21.049999237060547,21.22499942779541,,
ACI,ACI,Stocks,EQUITY,NYQ,17.9,12.2,17.3412,17.3412,17.3412,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,17.68000030517578,17.149999618530273,17.414999961853027,17.3799991607666,17.155000686645508,17.267499923706055,,
BABA,BABA,Stocks,EQUITY,NYQ,144.11,112.655,158.0807,158.0807,158.0807,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,159.49000549316406,157.67999267578125,158.58499908447266,158.74000549316406,156.41299438476562,157.57649993896484,,
ALGM,ALGM,Stocks,EQUITY,NMS,36.47,36.68,29.1475,29.1475,29.1475,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,29.540000915527344,29.100000381469727,29.320000648498535,29.344999313354492,28.604999542236328,28.97499942779541,,
LNT,LNT,Stocks,EQUITY,NMS,72.34,68.87,65.3775,65.3775,65.3775,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,65.88999938964844,65.25,65.56999969482422,65.66999816894531,64.69999694824219,65.18499755859375,,
ALIZY,ALIZY,Stocks,EQUITY,PNK,44.97,51.58,42.895,42.895,42.895,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,43.029998779296875,42.61000061035156,42.81999969482422,43.06999969482422,42.869998931884766,42.96999931335449,,
ALLY,ALLY,Stocks,EQUITY,NYQ,39.44,42.75,42.4838,42.4838,42.4838,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,42.73500061035156,42.15999984741211,42.447500228881836,43.22999954223633,41.810001373291016,42.52000045776367,,
ALNY,ALNY,Stocks,EQUITY,NMS,332.92,263.99,450.5125,450.5125,450.5125,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,473.5,455.32000732421875,464.4100036621094,449.7799987792969,423.45001220703125,436.61500549316406,,
GOOG,GOOG,Stocks,EQUITY,NMS,311.43,334.75,319.2375,319.2375,319.2375,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,323.8299865722656,319.9800109863281,321.9049987792969,321.2300109863281,311.9100036621094,316.57000732421875,,
GOOGL,GOOGL,Stocks,EQUITY,NMS,311.76,338.07,318.4975,318.4975,318.4975,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,323.1600036621094,319.1700134277344,321.1650085449219,320.44000244140625,311.2200012207031,315.8300018310547,,
ALSMY,ALSMY,Stocks,EQUITY,PNK,3.29,1.85,2.655,2.655,2.655,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,2.6500000953674316,2.5999999046325684,2.625,2.700000047683716,2.6700000762939453,2.6850000619888306,,
MO,MO,Stocks,EQUITY,NYQ,69.04,68.365,58.035,58.035,58.035,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,58.45000076293945,57.91999816894531,58.18499946594238,58.20000076293945,57.56999969482422,57.885000228881836,,
AMADY,AMADY,Stocks,EQUITY,PNK,62.04,65.61,71.1625,71.1625,71.1625,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,71.72000122070312,71.12000274658203,71.42000198364258,71.30000305175781,70.51000213623047,70.90500259399414,,
AMZN,AMZN,Stocks,EQUITY,NMS,210.0,256.945,229.2225,229.2225,229.2225,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,231.24000549316406,228.5500030517578,229.89500427246094,230.8300018310547,226.27000427246094,228.5500030517578,,
AEE,AEE,Stocks,EQUITY,NYQ,113.28,106.95,99.9075,99.9075,99.9075,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,101.0,99.63999938964844,100.31999969482422,100.36000061035156,98.62999725341797,99.49499893188477,,
AMKR,AMKR,Stocks,EQUITY,NMS,47.82,51.295,43.7575,43.7575,43.7575,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,43.939998626708984,42.900001525878906,43.420000076293945,45.18000030517578,43.0099983215332,44.09499931335449,,
ADI,ADI,Stocks,EQUITY,NMS,355.79,362.52,280.4725,280.4725,280.4725,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,283.239990234375,279.1400146484375,281.19000244140625,282.5400085449219,276.9700012207031,279.7550048828125,,
BUD,BUD,Stocks,EQUITY,NYQ,80.95,79.735,60.8175,60.8175,60.8175,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,61.630001068115234,61.02000045776367,61.32500076293945,60.720001220703125,59.900001525878906,60.310001373291016,,
ANZGY,ANZGY,Stocks,EQUITY,PNK,28.51,26.67,23.29,23.29,23.29,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,23.549999237060547,23.030000686645508,23.289999961853027,23.399999618530273,23.18000030517578,23.289999961853027,,
APA,APA,Stocks,EQUITY,NMS,30.37,43.545,26.875,26.875,26.875,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,27.719999313354492,26.75,27.234999656677246,26.93000030517578,26.100000381469727,26.515000343322754,,
APO,APO,Stocks,EQUITY,NYQ,104.6,132.83,136.9375,136.9375,136.9375,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,138.63999938964844,135.9499969482422,137.2949981689453,137.9199981689453,135.24000549316406,136.5800018310547,,
AAPL,AAPL,Stocks,EQUITY,NMS,264.18,316.29,278.7525,278.7525,278.7525,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,281.1400146484375,278.04998779296875,279.5950012207031,279.6700134277344,276.1499938964844,277.9100036621094,,
AMAT,AMAT,Stocks,EQUITY,NMS,372.3,471.025,269.9125,269.9125,269.9125,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,273.5899963378906,267.3599853515625,270.47499084472656,272.1600036621094,266.5400085449219,269.3500061035156,,
APP,APP,Stocks,EQUITY,NMS,434.77,312.0,692.8025,692.8025,692.8025,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,702.2999877929688,678.6900024414062,690.4949951171875,706.6900024414062,683.530029296875,695.1100158691406,,
MT,MT,Stocks,EQUITY,NYQ,65.16,77.47,42.8575,42.8575,42.8575,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,42.959999084472656,42.18000030517578,42.56999969482422,43.72999954223633,42.560001373291016,43.14500045776367,,
ADM,ADM,Stocks,EQUITY,NYQ,69.04,84.57,58.8475,58.8475,58.8475,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,59.59000015258789,58.970001220703125,59.28000068664551,58.970001220703125,57.86000061035156,58.415000915527344,,
ARGX,ARGX,Stocks,EQUITY,NMS,766.92,1008.54,906.3563,906.3563,906.3563,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,917.0,891.0850219726562,904.0425109863281,917.7100219726562,899.6300048828125,908.6700134277344,,
ANET,ANET,Stocks,EQUITY,NYQ,133.5,198.23,129.57,129.57,129.57,1.0,1.0,,mean of H/L means 12/5 & 12/8 (§20.2031-2(b)),,129.66000366210938,126.83999633789062,128.25,133.57000732421875,128.2100067138672,130.89000701904297,,
